ID,Income,Age,Experience,Married/Single,House_Ownership,Car_Ownership,Profession,CITY,STATE,CURRENT_JOB_YRS,CURRENT_HOUSE_YRS,Risk_Flag
23375,9768762,66,1,single,rented,no,Comedian,Bhopal,Madhya Pradesh,1,13,0
23376,2247878,42,17,single,rented,no,Chemical engineer,Raurkela Industrial Township,Odisha,4,12,0
23377,6245331,65,6,single,rented,no,Financial Analyst,Eluru[25],Andhra Pradesh,6,12,0
23378,7536082,29,1,single,rented,yes,Fashion Designer,Bhiwandi,Maharashtra,1,11,0
23379,1578007,68,15,single,rented,no,Official,Bulandshahr,Uttar Pradesh,5,14,0
23380,1232691,43,9,single,rented,yes,Mechanical engineer,Srinagar,Jammu and Kashmir,9,11,0
23381,2824175,54,0,single,rented,no,Chef,Serampore,West Bengal,0,10,0
23382,5395461,71,10,single,rented,no,Technology specialist,Chinsurah,West Bengal,5,10,0
23383,5733421,22,1,single,rented,no,Software Developer,Bareilly,Uttar Pradesh,1,14,0
23384,5938764,62,12,single,owned,yes,Flight attendant,Sikar,Rajasthan,12,14,0
23385,639104,63,9,single,rented,yes,Flight attendant,Bangalore,Karnataka,9,11,0
23386,3616979,40,17,single,rented,no,Comedian,Gwalior,Madhya Pradesh,9,11,0
23387,1913990,45,15,single,rented,no,Secretary,Ramagundam[27],Telangana,10,14,0
23388,3714943,36,12,single,rented,no,Aviator,Madurai,Tamil Nadu,8,12,0
23389,7859790,53,10,single,rented,yes,Hotel Manager,Alappuzha,Kerala,9,10,0
23390,7200605,34,9,single,rented,yes,Civil servant,Kharagpur,West Bengal,9,13,0
23391,6039519,77,14,single,rented,no,Physician,Baranagar,West Bengal,6,11,0
23392,9362365,23,19,single,rented,yes,Firefighter,Srikakulam,Andhra Pradesh,11,13,0
23393,1509327,51,0,married,rented,yes,Biomedical Engineer,Nizamabad,Telangana,0,11,0
23394,5294136,72,15,single,rented,no,Scientist,Jodhpur,Rajasthan,7,12,0
23395,9625415,77,15,married,rented,no,Secretary,Amravati,Maharashtra,9,10,0
23396,3188201,76,17,single,rented,no,Geologist,Mirzapur,Uttar Pradesh,6,14,0
23397,7098273,67,10,single,rented,no,Chartered Accountant,Eluru[25],Andhra Pradesh,3,12,0
23398,7075033,21,1,single,rented,no,Technician,Malegaon,Maharashtra,1,12,1
23399,6488496,46,2,single,rented,no,Industrial Engineer,Ongole,Andhra Pradesh,2,10,1
23400,2211161,46,6,married,rented,yes,Politician,Eluru[25],Andhra Pradesh,6,11,0
23401,3489899,27,10,single,owned,no,Chef,Bilaspur,Chhattisgarh,8,11,0
23402,2096865,23,11,single,rented,no,Drafter,Dehradun,Uttarakhand,11,12,1
23403,9434255,52,12,single,rented,no,Biomedical Engineer,Vijayawada,Andhra Pradesh,12,12,0
23404,8097242,43,1,single,owned,yes,Fashion Designer,Asansol,West Bengal,1,10,0
23405,6524945,45,8,single,rented,no,Engineer,Kollam,Kerala,8,14,0
23406,9597503,47,13,single,rented,no,Chemical engineer,Guwahati,Assam,7,10,0
23407,4249887,37,14,single,rented,no,Firefighter,Bhilwara,Rajasthan,12,12,0
23408,7026123,59,19,single,rented,yes,Drafter,Madanapalle,Andhra Pradesh,4,10,1
23409,7268991,35,7,single,rented,yes,Technician,Amaravati,Andhra Pradesh,7,10,0
23410,9673547,47,6,married,rented,no,Computer operator,Davanagere,Karnataka,4,12,0
23411,5904431,75,6,single,rented,yes,Chemical engineer,Bulandshahr,Uttar Pradesh,6,12,0
23412,2805855,42,7,single,rented,no,Civil engineer,Thane,Maharashtra,7,11,0
23413,3909537,30,6,single,rented,no,Drafter,Mau,Uttar Pradesh,4,14,0
23414,5265885,75,4,married,rented,no,Surgeon,Surat,Gujarat,4,13,0
23415,1029026,21,9,single,rented,yes,Librarian,Morbi,Gujarat,9,13,0
23416,2307642,72,12,single,rented,no,Chartered Accountant,Bulandshahr,Uttar Pradesh,12,13,0
23417,7932088,41,20,married,rented,no,Technology specialist,Ambattur,Tamil Nadu,5,11,0
23418,9744621,72,14,single,rented,no,Web designer,Bellary,Karnataka,11,12,0
23419,9603796,26,6,single,norent_noown,yes,Technician,Munger,Bihar,6,12,0
23420,4981446,77,10,single,rented,no,Psychologist,Bangalore,Karnataka,10,11,0
23421,3994400,63,16,single,rented,no,Flight attendant,Gudivada,Andhra Pradesh,8,11,0
23422,2579337,41,6,married,rented,no,Chef,Saharsa[29],Bihar,6,12,0
23423,4823993,51,6,single,rented,yes,Hotel Manager,Machilipatnam,Andhra Pradesh,6,13,0
23424,7210569,54,17,single,rented,no,Engineer,Aizawl,Mizoram,10,11,0
23425,1210918,64,8,single,rented,yes,Petroleum Engineer,Durg,Chhattisgarh,5,12,1
23426,8097242,43,1,single,owned,yes,Fashion Designer,Asansol,West Bengal,1,10,0
23427,6917119,44,20,married,rented,yes,Physician,South Dumdum,West Bengal,8,11,0
23428,4114765,50,20,single,rented,no,Hotel Manager,Adoni,Andhra Pradesh,12,10,0
23429,5839982,60,15,single,rented,no,Official,Mysore[7][8][9],Karnataka,11,11,0
23430,3864475,44,14,single,rented,no,Official,Cuttack,Odisha,10,11,0
23431,250037,62,1,single,rented,no,Chemical engineer,Ambarnath,Maharashtra,1,13,1
23432,5345253,61,7,single,rented,no,Petroleum Engineer,Uluberia,West Bengal,3,13,1
23433,6758342,33,3,single,rented,no,Comedian,Patiala,Punjab,3,11,1
23434,2218280,34,9,single,rented,no,Psychologist,Gaya,Bihar,9,11,0
23435,36391,34,7,single,rented,no,Engineer,Delhi_city,Delhi,6,12,0
23436,8623686,27,5,single,rented,no,Fashion Designer,Raurkela Industrial Township,Odisha,5,11,0
23437,97842,49,12,single,rented,yes,Technical writer,Sambalpur,Odisha,7,10,0
23438,3469743,78,17,single,rented,no,Mechanical engineer,Ballia,Uttar Pradesh,8,10,0
23439,596066,36,0,single,rented,no,Hotel Manager,Suryapet,Telangana,0,13,0
23440,3492662,66,7,single,rented,yes,Fashion Designer,Coimbatore,Tamil Nadu,7,13,0
23441,7945384,35,19,single,rented,yes,Firefighter,Dharmavaram,Andhra Pradesh,11,11,0
23442,4430209,65,8,single,rented,no,Firefighter,Katihar,Bihar,5,11,0
23443,8120903,61,20,single,rented,no,Biomedical Engineer,Tadipatri,Andhra Pradesh,5,10,0
23444,2713971,74,2,single,rented,yes,Politician,Chittoor[28],Andhra Pradesh,2,12,1
23445,4915233,76,5,single,rented,no,Designer,South Dumdum,West Bengal,3,11,0
23446,7479878,55,8,married,rented,no,Analyst,Allahabad,Uttar Pradesh[5],8,14,0
23447,5188656,67,19,single,rented,no,Physician,Mau,Uttar Pradesh,6,12,0
23448,9934332,76,7,single,rented,no,Engineer,North Dumdum,West Bengal,7,14,1
23449,8321716,58,10,single,rented,no,Mechanical engineer,Jammu[16],Jammu and Kashmir,4,13,0
23450,7156599,22,0,single,rented,no,Design Engineer,Belgaum,Karnataka,0,12,0
23451,8321716,58,10,single,rented,no,Mechanical engineer,Jammu[16],Jammu and Kashmir,4,13,0
23452,4297196,37,4,married,rented,yes,Chemical engineer,Maheshtala,West Bengal,4,11,0
23453,7968958,36,15,single,rented,yes,Police officer,Gaya,Bihar,3,10,1
23454,5682236,32,14,single,owned,yes,Computer hardware engineer,Jamshedpur,Jharkhand,6,11,0
23455,1769251,76,19,married,rented,no,Design Engineer,Sonipat,Haryana,8,13,0
23456,8012134,48,0,single,rented,no,Technology specialist,Rourkela,Odisha,0,10,0
23457,128902,31,6,married,rented,yes,Artist,Phusro,Jharkhand,6,12,0
23458,3859945,64,5,single,rented,no,Comedian,Kolhapur,Maharashtra,5,13,0
23459,1099947,48,0,single,rented,no,Librarian,Surat,Gujarat,0,10,0
23460,4709710,50,1,single,rented,yes,Dentist,Jorhat,Assam,1,13,0
23461,8475172,57,12,married,rented,yes,Mechanical engineer,Tadepalligudem,Andhra Pradesh,3,11,1
23462,6620595,64,18,single,rented,yes,Drafter,Bulandshahr,Uttar Pradesh,11,12,1
23463,5154627,39,13,single,rented,no,Chef,Satna,Madhya Pradesh,5,10,0
23464,1541888,68,8,single,rented,no,Financial Analyst,Bally,West Bengal,6,12,0
23465,4942553,33,1,single,rented,no,Librarian,Mahbubnagar,Telangana,1,11,0
23466,3887037,65,11,single,rented,no,Physician,Sultan Pur Majra,Delhi,6,11,0
23467,2575197,72,2,single,owned,no,Scientist,Bongaigaon,Assam,2,14,1
23468,9225468,54,14,single,rented,no,Surveyor,Secunderabad,Telangana,8,10,0
23469,9897868,43,17,single,rented,yes,Surgeon,Amaravati,Andhra Pradesh,8,14,0
23470,2546609,41,6,single,rented,no,Designer,Berhampore,West Bengal,6,13,0
23471,8030284,65,6,single,rented,no,Civil engineer,Ghaziabad,Uttar Pradesh,6,12,0
23472,5145755,23,16,single,rented,no,Magistrate,Kanpur,Uttar Pradesh,11,12,0
23473,630763,36,17,married,rented,no,Hotel Manager,Hapur,Uttar Pradesh,13,13,0
23474,4749978,65,6,single,owned,no,Technology specialist,Rajahmundry[19][20],Andhra Pradesh,4,11,1
23475,9639445,45,9,single,rented,no,Technician,Bellary,Karnataka,9,10,0
23476,988540,65,14,single,rented,no,Architect,Alappuzha,Kerala,13,11,0
23477,2570723,45,15,single,rented,no,Mechanical engineer,Anand,Gujarat,6,12,0
23478,267827,28,10,single,rented,yes,Biomedical Engineer,Kumbakonam,Tamil Nadu,3,10,0
23479,4205428,49,11,single,rented,yes,Technical writer,Howrah,West Bengal,10,13,0
23480,7710784,61,19,single,rented,yes,Graphic Designer,Raurkela Industrial Township,Odisha,3,10,1
23481,8759249,50,12,single,rented,yes,Economist,Maheshtala,West Bengal,7,12,0
23482,5022817,58,6,single,rented,yes,Technology specialist,"Khora, Ghaziabad",Uttar Pradesh,6,13,1
23483,6227217,54,7,married,rented,no,Financial Analyst,Panihati,West Bengal,7,11,0
23484,6590010,41,13,single,rented,no,Analyst,Anantapur,Andhra Pradesh,6,13,0
23485,8124550,31,20,single,rented,yes,Official,Howrah,West Bengal,12,11,1
23486,1065147,56,3,single,rented,no,Financial Analyst,Ahmednagar,Maharashtra,3,10,1
23487,5347851,73,18,single,rented,no,Dentist,Jammu[16],Jammu and Kashmir,8,10,0
23488,7535330,27,17,single,rented,yes,Computer hardware engineer,Navi Mumbai,Maharashtra,5,10,0
23489,550542,33,11,single,rented,no,Army officer,Haridwar,Uttarakhand,4,13,1
23490,997838,62,5,single,rented,no,Computer operator,Junagadh,Gujarat,3,13,0
23491,1077610,30,12,single,rented,no,Aviator,Chennai,Tamil Nadu,9,11,0
23492,5831049,36,1,single,rented,no,Flight attendant,Jhansi,Uttar Pradesh,1,13,0
23493,9476713,66,16,single,rented,no,Design Engineer,Mango,Jharkhand,7,12,1
23494,3506622,30,12,single,rented,no,Technical writer,Kozhikode,Kerala,4,14,0
23495,5623318,31,13,single,rented,yes,Fashion Designer,Thane,Maharashtra,13,11,0
23496,5604044,44,0,single,rented,no,Psychologist,Surat,Gujarat,0,13,0
23497,1309803,55,9,single,rented,no,Artist,Shahjahanpur,Uttar Pradesh,9,12,0
23498,5926448,63,1,single,norent_noown,no,Technology specialist,Davanagere,Karnataka,1,14,0
23499,1874022,44,15,single,rented,no,Mechanical engineer,Thanjavur,Tamil Nadu,7,14,0
23500,6263993,50,9,single,rented,yes,Engineer,Malda,West Bengal,9,12,0
23501,2711008,50,1,single,norent_noown,no,Computer hardware engineer,Muzaffarpur,Bihar,1,12,0
23502,3346408,58,7,single,owned,yes,Scientist,Madanapalle,Andhra Pradesh,3,12,0
23503,3198849,74,3,single,owned,no,Scientist,Jodhpur,Rajasthan,3,10,0
23504,2695274,57,12,single,rented,no,Chemical engineer,Malegaon,Maharashtra,10,12,0
23505,36391,34,7,single,rented,no,Engineer,Delhi_city,Delhi,6,12,0
23506,117262,65,15,single,rented,no,Biomedical Engineer,Uluberia,West Bengal,12,12,0
23507,848556,70,6,single,rented,yes,Hotel Manager,New Delhi,Delhi,6,10,0
23508,1601803,40,1,single,rented,no,Civil engineer,Bettiah[33],Bihar,1,10,0
23509,2285062,38,2,single,rented,no,Dentist,Kakinada,Andhra Pradesh,2,12,0
23510,5501513,78,11,single,rented,no,Software Developer,Nizamabad,Telangana,11,14,0
23511,6104691,68,20,single,rented,no,Mechanical engineer,Lucknow,Uttar Pradesh,6,11,0
23512,121035,71,12,single,rented,no,Police officer,Kavali,Andhra Pradesh,11,13,0
23513,3045476,22,14,single,rented,no,Microbiologist,Sambalpur,Odisha,7,12,0
23514,1558677,28,8,single,rented,no,Analyst,Nadiad,Gujarat,8,14,1
23515,9061403,48,14,married,rented,no,Statistician,Thrissur,Kerala,9,11,0
23516,1576494,36,5,single,rented,yes,Technology specialist,Raurkela Industrial Township,Odisha,5,14,0
23517,6657684,63,13,single,rented,no,Technology specialist,Proddatur,Andhra Pradesh,11,14,0
23518,2598882,23,0,single,rented,no,Scientist,Imphal,Manipur,0,14,0
23519,8342442,30,17,single,rented,no,Chemical engineer,Jammu[16],Jammu and Kashmir,11,10,0
23520,2528206,65,6,single,rented,no,Architect,Coimbatore,Tamil Nadu,6,10,0
23521,8953239,65,13,single,rented,no,Computer operator,Ahmednagar,Maharashtra,3,10,0
23522,6565653,53,12,single,owned,no,Army officer,Aligarh,Uttar Pradesh,11,12,0
23523,3606323,33,0,single,rented,yes,Mechanical engineer,Bongaigaon,Assam,0,11,0
23524,1581201,48,20,married,rented,yes,Software Developer,Jaunpur,Uttar Pradesh,13,14,0
23525,2598882,23,0,single,rented,no,Scientist,Imphal,Manipur,0,14,0
23526,8503714,38,2,married,rented,no,Design Engineer,Panvel,Maharashtra,2,10,0
23527,3489049,66,11,single,rented,no,Software Developer,Tirunelveli,Tamil Nadu,11,12,0
23528,8893424,73,12,single,rented,yes,Dentist,Udaipur,Rajasthan,11,12,0
23529,7521823,53,20,single,norent_noown,no,Web designer,Gulbarga,Karnataka,8,12,0
23530,3980648,48,19,single,rented,yes,Chef,Chennai,Tamil Nadu,3,14,0
23531,8692332,61,3,single,rented,no,Civil engineer,Warangal[11][12],Telangana,3,13,0
23532,1535929,56,9,single,rented,no,Flight attendant,Nagercoil,Tamil Nadu,7,11,1
23533,4863338,68,13,single,rented,no,Consultant,Amroha,Uttar Pradesh,3,14,1
23534,2673841,58,1,single,rented,no,Industrial Engineer,Junagadh,Gujarat,1,11,0
23535,5394516,76,0,single,rented,no,Secretary,Varanasi,Uttar Pradesh,0,13,0
23536,1084454,34,10,single,rented,no,Politician,Jammu[16],Jammu and Kashmir,10,14,0
23537,8369359,49,7,single,rented,yes,Police officer,Haridwar,Uttarakhand,7,13,0
23538,1085710,72,12,single,rented,no,Librarian,Kollam,Kerala,9,10,1
23539,9926354,29,4,single,rented,no,Chartered Accountant,Dibrugarh,Assam,3,11,0
23540,5178562,28,9,single,rented,no,Magistrate,Bulandshahr,Uttar Pradesh,9,12,0
23541,6170073,78,18,single,rented,yes,Army officer,Sasaram[30],Bihar,8,13,0
23542,2741396,28,7,single,rented,yes,Hotel Manager,Bhatpara,West Bengal,7,12,0
23543,5828170,66,17,single,rented,no,Petroleum Engineer,Ludhiana,Punjab,14,14,0
23544,7303811,47,2,single,rented,yes,Geologist,Warangal[11][12],Telangana,2,11,0
23545,7802075,53,18,single,rented,no,Statistician,Ambattur,Tamil Nadu,7,12,0
23546,1011785,65,4,single,rented,no,Chef,Tiruppur,Tamil Nadu,4,14,0
23547,1697857,27,16,single,rented,no,Chemical engineer,Moradabad,Uttar Pradesh,14,10,1
23548,7555360,57,4,single,rented,no,Computer hardware engineer,Sambhal,Uttar Pradesh,4,10,0
23549,6196897,25,3,single,rented,no,Flight attendant,Bhilai,Chhattisgarh,3,12,0
23550,9443163,45,20,single,rented,no,Comedian,Chittoor[28],Andhra Pradesh,5,12,0
23551,743219,54,5,single,owned,no,Statistician,Haridwar,Uttarakhand,5,12,0
23552,2183534,79,17,single,rented,no,Technician,Saharsa[29],Bihar,6,10,0
23553,1467935,28,8,married,rented,no,Aviator,Ambarnath,Maharashtra,8,13,0
23554,6490702,41,0,single,rented,no,Firefighter,Farrukhabad,Uttar Pradesh,0,14,0
23555,4473750,40,2,single,rented,yes,Hotel Manager,Mysore[7][8][9],Karnataka,2,14,0
23556,6597452,39,11,single,rented,no,Chartered Accountant,Jaipur,Rajasthan,10,13,1
23557,198814,62,5,single,rented,no,Artist,Jhansi,Uttar Pradesh,4,11,0
23558,9819070,25,11,single,rented,no,Lawyer,Katihar,Bihar,6,10,0
23559,7159752,60,18,single,rented,no,Architect,Bhilai,Chhattisgarh,3,13,0
23560,857333,78,16,single,rented,yes,Chef,Nellore[14][15],Andhra Pradesh,5,12,0
23561,9457112,64,11,single,rented,no,Scientist,Kolhapur,Maharashtra,5,13,0
23562,1632386,43,20,single,rented,no,Army officer,Gudivada,Andhra Pradesh,11,14,0
23563,4965382,33,19,single,rented,yes,Civil servant,Vellore,Tamil Nadu,9,10,0
23564,6866088,68,19,married,rented,yes,Web designer,Ichalkaranji,Maharashtra,10,13,0
23565,3085012,24,0,single,rented,no,Aviator,Raichur,Karnataka,0,10,1
23566,1674541,37,19,single,rented,no,Aviator,Dindigul,Tamil Nadu,7,11,0
23567,54128,61,13,single,rented,no,Fashion Designer,Ambala,Haryana,3,13,0
23568,6768891,58,0,single,rented,yes,Designer,Rourkela,Odisha,0,11,0
23569,3085012,24,0,single,rented,no,Aviator,Raichur,Karnataka,0,10,0
23570,6256451,41,2,single,rented,yes,Software Developer,Bhubaneswar,Odisha,2,12,0
23571,5041519,63,18,married,rented,no,Civil engineer,Jodhpur,Rajasthan,10,13,1
23572,4347061,62,19,single,rented,yes,Surgeon,Bareilly,Uttar Pradesh,6,11,0
23573,3915230,40,16,married,rented,yes,Computer hardware engineer,Vasai-Virar,Maharashtra,11,14,0
23574,2561886,41,6,single,rented,yes,Chemical engineer,Ramgarh,Jharkhand,5,14,0
23575,229131,76,10,single,rented,no,Aviator,Ichalkaranji,Maharashtra,10,13,0
23576,3854933,59,10,married,rented,yes,Police officer,Hospet,Karnataka,5,11,0
23577,9777823,61,13,single,rented,no,Politician,Patna,Bihar,8,11,0
23578,6387025,34,20,single,rented,no,Design Engineer,Kanpur,Uttar Pradesh,9,11,1
23579,5793046,71,5,single,rented,no,Computer operator,Raebareli,Uttar Pradesh,5,13,0
23580,1238515,66,4,single,rented,yes,Civil engineer,Belgaum,Karnataka,4,13,0
23581,7887547,32,10,single,rented,yes,Comedian,Dibrugarh,Assam,10,12,0
23582,2623596,54,6,single,rented,yes,Technology specialist,Muzaffarpur,Bihar,6,13,0
23583,2608252,38,0,single,rented,no,Flight attendant,Mangalore,Karnataka,0,13,0
23584,1598380,48,1,single,rented,yes,Computer hardware engineer,Jalandhar,Punjab,1,11,0
23585,4187964,78,2,single,rented,yes,Dentist,Pallavaram,Tamil Nadu,2,10,0
23586,8136627,25,19,single,rented,no,Computer operator,Nandyal,Andhra Pradesh,8,14,0
23587,338634,72,13,single,rented,yes,Technology specialist,Srinagar,Jammu and Kashmir,8,12,1
23588,3057698,54,6,single,rented,no,Surgeon,Noida,Uttar Pradesh,6,10,0
23589,8776828,78,10,single,rented,no,Statistician,Raebareli,Uttar Pradesh,5,14,0
23590,6644494,61,9,single,rented,yes,Air traffic controller,Kalyan-Dombivli,Maharashtra,9,12,0
23591,9602188,26,19,single,rented,yes,Analyst,Saharsa[29],Bihar,10,10,0
23592,135250,38,0,single,rented,yes,Comedian,Nanded,Maharashtra,0,11,0
23593,8791091,33,15,single,rented,no,Microbiologist,Karnal,Haryana,12,14,0
23594,3752757,34,2,single,rented,no,Dentist,Muzaffarpur,Bihar,2,13,0
23595,5915580,68,20,single,rented,no,Hotel Manager,Buxar[37],Bihar,7,10,1
23596,6302308,35,19,married,rented,no,Comedian,Thanjavur,Tamil Nadu,12,10,0
23597,9142815,26,3,married,rented,yes,Technology specialist,Berhampore,West Bengal,3,12,0
23598,3463317,79,0,single,rented,no,Secretary,Kishanganj[35],Bihar,0,11,0
23599,8529345,44,2,single,rented,no,Computer hardware engineer,Narasaraopet,Andhra Pradesh,2,10,0
23600,5028396,38,16,single,rented,no,Flight attendant,"Khora, Ghaziabad",Uttar Pradesh,4,10,0
23601,8371842,66,15,single,owned,no,Comedian,Jalandhar,Punjab,4,11,1
23602,900174,61,17,single,rented,no,Chemical engineer,Kurnool[18],Andhra Pradesh,13,14,1
23603,267701,65,19,single,rented,yes,Politician,Sambhal,Uttar Pradesh,9,13,0
23604,9633948,78,5,single,rented,no,Scientist,Pallavaram,Tamil Nadu,5,14,0
23605,9523265,60,18,single,rented,no,Librarian,Bijapur,Karnataka,7,11,0
23606,8290616,46,5,single,rented,no,Hotel Manager,Darbhanga,Bihar,5,11,0
23607,3154685,27,1,single,rented,no,Chartered Accountant,Gandhidham,Gujarat,1,12,0
23608,7693539,71,6,single,rented,no,Computer hardware engineer,Giridih,Jharkhand,5,11,0
23609,830380,47,15,single,rented,yes,Police officer,Jehanabad[38],Bihar,3,14,0
23610,6402349,68,7,single,rented,no,Technology specialist,Kota[6],Rajasthan,7,10,0
23611,8455363,78,9,single,rented,no,Flight attendant,Pimpri-Chinchwad,Maharashtra,9,11,0
23612,3711494,63,6,single,rented,yes,Scientist,Maheshtala,West Bengal,6,14,0
23613,3174368,67,17,single,rented,no,Web designer,Orai,Uttar Pradesh,5,13,1
23614,9017624,70,19,single,norent_noown,no,Financial Analyst,Tumkur,Karnataka,6,14,1
23615,5021070,47,20,single,rented,no,Magistrate,Khammam,Telangana,7,10,0
23616,8245315,30,12,single,rented,no,Magistrate,Raurkela Industrial Township,Odisha,4,11,1
23617,892655,53,4,single,rented,no,Web designer,Vijayawada,Andhra Pradesh,4,10,0
23618,3290138,36,13,single,rented,no,Dentist,Jehanabad[38],Bihar,8,12,0
23619,9243461,47,10,single,rented,no,Industrial Engineer,Kolhapur,Maharashtra,10,12,0
23620,3854933,59,10,married,rented,yes,Police officer,Hospet,Karnataka,5,11,0
23621,4161972,41,16,single,owned,no,Civil engineer,Hajipur[31],Bihar,9,11,0
23622,5484464,58,2,single,rented,yes,Technical writer,Nanded,Maharashtra,2,12,0
23623,8723870,71,16,single,rented,no,Analyst,Panchkula,Haryana,14,13,0
23624,7325901,74,12,single,rented,yes,Magistrate,Khammam,Telangana,12,13,0
23625,941543,52,20,single,rented,no,Mechanical engineer,Raurkela Industrial Township,Odisha,8,11,0
23626,6118487,42,12,single,rented,yes,Technical writer,Srikakulam,Andhra Pradesh,3,11,1
23627,7769983,61,19,single,rented,no,Magistrate,Junagadh,Gujarat,8,14,0
23628,4952450,71,0,single,rented,no,Statistician,Latur,Maharashtra,0,10,0
23629,4372994,51,7,married,rented,no,Chartered Accountant,Dehradun,Uttarakhand,7,10,0
23630,428454,53,18,single,rented,no,Police officer,Gulbarga,Karnataka,9,13,0
23631,6147575,41,15,single,rented,yes,Hotel Manager,Serampore,West Bengal,4,12,0
23632,7353596,66,5,single,rented,no,Artist,Naihati,West Bengal,5,11,0
23633,5013716,29,17,single,rented,no,Fashion Designer,Mango,Jharkhand,10,11,1
23634,1818040,54,1,single,rented,no,Air traffic controller,Sagar,Madhya Pradesh,1,14,0
23635,4783607,67,19,single,rented,no,Consultant,Howrah,West Bengal,7,13,0
23636,924200,69,2,single,rented,no,Industrial Engineer,Karaikudi,Tamil Nadu,2,10,0
23637,9649624,50,18,single,rented,yes,Designer,Warangal[11][12],Telangana,5,10,0
23638,7094273,59,12,single,rented,no,Geologist,Gwalior,Madhya Pradesh,11,11,0
23639,4407294,73,20,single,rented,no,Biomedical Engineer,Surat,Gujarat,7,12,0
23640,7588074,28,11,single,rented,no,Geologist,Kulti,West Bengal,11,11,0
23641,5890358,43,4,single,rented,no,Magistrate,Thiruvananthapuram,Kerala,4,13,0
23642,5161711,52,0,married,rented,no,Surgeon,Munger,Bihar,0,12,0
23643,2357771,59,1,single,rented,yes,Army officer,Kottayam,Kerala,1,12,0
23644,9618732,38,11,single,rented,yes,Aviator,Guwahati,Assam,11,12,0
23645,8503714,38,2,married,rented,no,Design Engineer,Panvel,Maharashtra,2,10,0
23646,4945087,50,16,single,owned,no,Chartered Accountant,Jalgaon,Maharashtra,14,10,0
23647,7861265,23,18,married,rented,no,Computer hardware engineer,Madanapalle,Andhra Pradesh,13,12,0
23648,6758342,33,3,single,rented,no,Comedian,Patiala,Punjab,3,11,0
23649,9822116,27,12,single,rented,no,Artist,Haridwar,Uttarakhand,12,13,0
23650,7098144,60,1,single,rented,no,Chartered Accountant,Dibrugarh,Assam,1,13,0
23651,8684158,36,8,single,rented,yes,Army officer,Ambala,Haryana,6,13,0
23652,6365998,45,8,single,rented,no,Biomedical Engineer,Gulbarga,Karnataka,4,10,0
23653,4950300,66,20,single,rented,no,Architect,Bahraich,Uttar Pradesh,4,11,0
23654,2478859,57,3,single,rented,no,Design Engineer,Bellary,Karnataka,3,13,1
23655,5616939,66,3,single,rented,yes,Air traffic controller,Amroha,Uttar Pradesh,3,11,1
23656,6830297,50,20,single,rented,yes,Drafter,Delhi_city,Delhi,7,12,0
23657,7465121,37,2,single,rented,yes,Microbiologist,Siliguri,West Bengal,2,12,0
23658,8804178,21,7,single,rented,yes,Physician,Secunderabad,Telangana,7,10,0
23659,7863110,40,12,single,rented,no,Fashion Designer,Arrah,Bihar,9,14,0
23660,5938764,62,12,single,owned,yes,Flight attendant,Sikar,Rajasthan,12,14,0
23661,6787542,22,0,single,norent_noown,no,Hotel Manager,Phusro,Jharkhand,0,12,0
23662,6272411,69,2,married,rented,no,Aviator,Bhatpara,West Bengal,2,10,0
23663,3763465,43,10,single,rented,no,Mechanical engineer,Asansol,West Bengal,4,11,0
23664,5808293,75,8,single,rented,no,Analyst,Pudukkottai,Tamil Nadu,8,12,0
23665,3972528,38,16,single,norent_noown,yes,Hotel Manager,Motihari[34],Bihar,6,12,0
23666,9302252,75,0,single,rented,no,Industrial Engineer,Hapur,Uttar Pradesh,0,14,1
23667,7025012,70,6,single,rented,no,Lawyer,Aurangabad[39],Bihar,6,12,0
23668,5186187,76,2,single,rented,no,Dentist,Shahjahanpur,Uttar Pradesh,2,12,1
23669,5672751,71,1,single,rented,no,Technician,Anand,Gujarat,1,14,0
23670,1161425,45,14,single,rented,no,Biomedical Engineer,Bongaigaon,Assam,13,13,1
23671,5218196,49,12,single,rented,yes,Air traffic controller,Guntur[13],Andhra Pradesh,12,10,1
23672,9030468,26,14,single,rented,no,Physician,Bhind,Madhya Pradesh,6,13,0
23673,7429005,69,2,married,rented,no,Computer hardware engineer,Gandhidham,Gujarat,2,13,0
23674,9775983,65,6,single,rented,no,Biomedical Engineer,Ranchi,Jharkhand,6,12,0
23675,3679248,74,6,single,rented,no,Surveyor,Baranagar,West Bengal,6,11,0
23676,5015064,73,9,single,rented,no,Flight attendant,Chandrapur,Maharashtra,4,11,0
23677,7146402,23,20,single,rented,no,Mechanical engineer,Imphal,Manipur,4,14,0
23678,504647,37,5,single,rented,no,Police officer,Ajmer,Rajasthan,5,11,0
23679,7453204,59,13,single,rented,no,Librarian,Sangli-Miraj & Kupwad,Maharashtra,8,10,0
23680,8804178,21,7,single,rented,yes,Physician,Secunderabad,Telangana,7,10,0
23681,4932179,24,2,single,rented,no,Chemical engineer,Danapur,Bihar,2,10,0
23682,5195681,53,1,married,rented,yes,Politician,Begusarai,Bihar,1,14,0
23683,9930063,46,15,single,rented,yes,Comedian,Kirari Suleman Nagar,Delhi,5,10,0
23684,6969623,26,17,single,rented,no,Technology specialist,Raipur,Chhattisgarh,9,11,0
23685,5563521,26,4,single,rented,no,Analyst,Rourkela,Odisha,4,13,1
23686,825461,63,8,single,rented,no,Comedian,Ramgarh,Jharkhand,8,12,0
23687,3070513,33,7,single,rented,no,Computer hardware engineer,Sagar,Madhya Pradesh,7,13,0
